tree.id,tree.threshold,tree.ripeness,tree.latitude,tree.longitude,date_time,value,value_help_1
6,212,0,33.83103,-84.33436,01/16/00,180,36
6,212,0,33.83103,-84.33436,01/17/00,182,37
6,212,0,33.83103,-84.33436,01/18/00,183,38
6,212,0,33.83103,-84.33436,01/19/00,185,39
6,212,0,33.83103,-84.33436,01/20/00,187,40
6,212,0,33.83103,-84.33436,01/21/00,188,41
6,212,0,33.83103,-84.33436,01/22/00,190,42
6,212,0,33.83103,-84.33436,01/23/00,191,43
6,212,0,33.83103,-84.33436,01/24/00,192,44
6,212,0,33.83103,-84.33436,01/25/00,194,45
6,212,0,33.83103,-84.33436,01/26/00,195,46
6,212,0,33.83103,-84.33436,01/27/00,196,47
6,212,0,33.83103,-84.33436,01/28/00,198,48
6,212,0,33.83103,-84.33436,01/29/00,199,49
6,212,0,33.83103,-84.33436,01/30/00,200,50
6,212,0,33.83103,-84.33436,01/31/00,201,51
6,212,0,33.83103,-84.33436,02/01/00,202,52
6,212,0,33.83103,-84.33436,02/02/00,203,53
6,212,0,33.83103,-84.33436,02/03/00,204,54
6,212,0,33.83103,-84.33436,02/04/00,205,55
6,212,0,33.83103,-84.33436,02/05/00,206,56
6,212,0,33.83103,-84.33436,02/06/00,207,57
6,212,0,33.83103,-84.33436,02/07/00,208,58
6,212,0,33.83103,-84.33436,02/08/00,209,59
6,212,0,33.83103,-84.33436,02/09/00,210,60
6,212,0,33.83103,-84.33436,02/10/00,211,61
6,212,1,33.83103,-84.33436,02/11/00,212,62
6,212,1,33.83103,-84.33436,02/12/00,212,63
6,212,1,33.83103,-84.33436,02/13/00,213,64
6,212,1,33.83103,-84.33436,02/14/00,214,65
6,212,1,33.83103,-84.33436,02/15/00,215,66
6,212,1,33.83103,-84.33436,02/16/00,216,67
6,212,1,33.83103,-84.33436,02/17/00,216,68
6,212,1,33.83103,-84.33436,02/18/00,217,69
6,212,1,33.83103,-84.33436,02/19/00,218,70
6,212,1,33.83103,-84.33436,02/20/00,218,71
6,212,1,33.83103,-84.33436,02/21/00,219,72
6,212,1,33.83103,-84.33436,02/22/00,220,73
6,212,1,33.83103,-84.33436,02/23/00,220,74
6,212,1,33.83103,-84.33436,02/24/00,221,75
6,212,1,33.83103,-84.33436,02/25/00,222,76
6,212,1,33.83103,-84.33436,02/26/00,222,77
6,212,1,33.83103,-84.33436,02/27/00,223,78
6,212,1,33.83103,-84.33436,02/28/00,223,79
6,212,1,33.83103,-84.33436,02/29/00,224,80
6,212,1,33.83103,-84.33436,03/01/00,224,81
6,212,1,33.83103,-84.33436,03/02/00,225,82
6,212,1,33.83103,-84.33436,03/03/00,226,83
6,212,1,33.83103,-84.33436,03/04/00,226,84
6,212,1,33.83103,-84.33436,03/05/00,227,85
6,212,1,33.83103,-84.33436,03/06/00,227,86
6,212,1,33.83103,-84.33436,03/07/00,228,87
6,212,1,33.83103,-84.33436,03/08/00,228,88
6,212,1,33.83103,-84.33436,03/09/00,229,89
6,212,1,33.83103,-84.33436,03/10/00,229,90
6,212,1,33.83103,-84.33436,03/11/00,229,91
6,212,1,33.83103,-84.33436,03/12/00,230,92
6,212,1,33.83103,-84.33436,03/13/00,230,93
6,212,1,33.83103,-84.33436,03/14/00,231,94
6,212,1,33.83103,-84.33436,03/15/00,231,95
6,212,1,33.83103,-84.33436,03/16/00,232,96
6,212,1,33.83103,-84.33436,03/17/00,232,97
6,212,1,33.83103,-84.33436,03/18/00,232,98
6,212,1,33.83103,-84.33436,03/19/00,233,99
6,212,1,33.83103,-84.33436,03/20/00,233,100
6,212,1,33.83103,-84.33436,03/21/00,234,101
6,212,1,33.83103,-84.33436,03/22/00,234,102
6,212,1,33.83103,-84.33436,03/23/00,234,103
6,212,1,33.83103,-84.33436,03/24/00,235,104
6,212,1,33.83103,-84.33436,03/25/00,235,105
6,212,1,33.83103,-84.33436,03/26/00,235,106
6,212,1,33.83103,-84.33436,03/27/00,236,107
6,212,1,33.83103,-84.33436,03/28/00,236,108
6,212,1,33.83103,-84.33436,03/29/00,237,109
6,212,1,33.83103,-84.33436,03/30/00,237,110
6,212,1,33.83103,-84.33436,03/31/00,237,111
6,212,1,33.83103,-84.33436,04/01/00,238,112
6,212,1,33.83103,-84.33436,04/02/00,238,113
6,212,1,33.83103,-84.33436,04/03/00,238,114
6,212,1,33.83103,-84.33436,04/04/00,238,115
6,212,1,33.83103,-84.33436,04/05/00,239,116
6,212,1,33.83103,-84.33436,04/06/00,239,117
6,212,1,33.83103,-84.33436,04/07/00,239,118
6,212,1,33.83103,-84.33436,04/08/00,240,119
6,212,1,33.83103,-84.33436,04/09/00,240,120
